,Date,Close
0,2017-01-03,62.58000183105469
1,2017-01-04,62.29999923706055
2,2017-01-05,62.29999923706055
3,2017-01-06,62.84000015258789
4,2017-01-09,62.63999938964844
5,2017-01-10,62.619998931884766
6,2017-01-11,63.189998626708984
7,2017-01-12,62.61000061035156
8,2017-01-13,62.70000076293945
9,2017-01-17,62.529998779296875
10,2017-01-18,62.5
11,2017-01-19,62.29999923706055
12,2017-01-20,62.7400016784668
13,2017-01-23,62.959999084472656
14,2017-01-24,63.52000045776367
15,2017-01-25,63.68000030517578
16,2017-01-26,64.2699966430664
17,2017-01-27,65.77999877929688
18,2017-01-30,65.12999725341797
19,2017-01-31,64.6500015258789
20,2017-02-01,63.58000183105469
21,2017-02-02,63.16999816894531
22,2017-02-03,63.68000030517578
23,2017-02-06,63.63999938964844
24,2017-02-07,63.43000030517578
25,2017-02-08,63.34000015258789
26,2017-02-09,64.05999755859375
27,2017-02-10,64.0
28,2017-02-13,64.72000122070312
29,2017-02-14,64.56999969482422
30,2017-02-15,64.52999877929688
31,2017-02-16,64.5199966430664
32,2017-02-17,64.62000274658203
33,2017-02-21,64.48999786376953
34,2017-02-22,64.36000061035156
35,2017-02-23,64.62000274658203
36,2017-02-24,64.62000274658203
37,2017-02-27,64.2300033569336
38,2017-02-28,63.97999954223633
39,2017-03-01,64.94000244140625
40,2017-03-02,64.01000213623047
41,2017-03-03,64.25
42,2017-03-06,64.2699966430664
43,2017-03-07,64.4000015258789
44,2017-03-08,64.98999786376953
45,2017-03-09,64.7300033569336
46,2017-03-10,64.93000030517578
47,2017-03-13,64.70999908447266
48,2017-03-14,64.41000366210938
49,2017-03-15,64.75
50,2017-03-16,64.63999938964844
51,2017-03-17,64.87000274658203
52,2017-03-20,64.93000030517578
53,2017-03-21,64.20999908447266
54,2017-03-22,65.02999877929688
55,2017-03-23,64.87000274658203
56,2017-03-24,64.9800033569336
57,2017-03-27,65.0999984741211
58,2017-03-28,65.29000091552734
59,2017-03-29,65.47000122070312
60,2017-03-30,65.70999908447266
61,2017-03-31,65.86000061035156
62,2017-04-03,65.55000305175781
63,2017-04-04,65.7300033569336
64,2017-04-05,65.55999755859375
65,2017-04-06,65.7300033569336
66,2017-04-07,65.68000030517578
67,2017-04-10,65.52999877929688
68,2017-04-11,65.4800033569336
69,2017-04-12,65.2300033569336
70,2017-04-13,64.94999694824219
71,2017-04-17,65.4800033569336
72,2017-04-18,65.38999938964844
73,2017-04-19,65.04000091552734
74,2017-04-20,65.5
75,2017-04-21,66.4000015258789
76,2017-04-24,67.52999877929688
77,2017-04-25,67.91999816894531
78,2017-04-26,67.83000183105469
79,2017-04-27,68.2699966430664
80,2017-04-28,68.45999908447266
